month,day,sched_dep_time,origin,distance,arr_delay
11,13,1215,LGA,2315.6,-15.8
12,14,2345,LGA,2976.6,13.0
5,25,2297,JFK,1101.7,-15.1
4,25,2142,EWR,1292.0,-15.3
3,8,1262,LGA,580.3,-18.6
3,8,1744,LGA,691.8,33.0
4,27,878,JFK,2110.8,5.8
9,30,1745,LGA,2759.4,28.0
2,12,1781,LGA,1244.4,19.6
9,1,1212,LGA,621.5,14.0
1,11,1890,LGA,926.8,11.4
1,8,2293,EWR,1419.6,-20.0
5,10,1872,EWR,942.9,6.3
6,30,724,LGA,777.4,3.1
6,19,2237,LGA,2234.4,48.9
3,11,1237,LGA,122.8,-7.1
7,7,735,EWR,1663.8,1.1
9,11,682,EWR,2401.9,-12.5
11,31,1211,JFK,872.1,21.3
12,17,2392,JFK,1849.5,-30.0
10,1,2281,LGA,2039.8,-9.5
8,26,943,LGA,1999.6,36.8
6,29,2388,EWR,1393.0,4.7
12,21,1122,LGA,1105.1,19.4
8,21,1529,LGA,2524.2,46.3
12,8,1759,EWR,2299.5,3.6
5,23,1650,EWR,1031.6,-7.8
8,24,1627,EWR,398.8,3.4
10,6,1248,EWR,308.2,-19.9
12,22,2003,JFK,373.4,32.8
4,18,654,EWR,1790.3,24.7
10,6,756,EWR,249.8,-25.1
8,5,734,LGA,1077.1,16.3
10,13,999,LGA,2284.3,-11.1
12,19,788,LGA,953.6,4.4
2,22,1009,JFK,2313.6,1.7
12,8,2075,EWR,2261.9,59.1
12,9,2323,EWR,812.9,27.0
5,17,1208,JFK,2213.6,8.7
9,3,1284,EWR,2268.6,20.9
4,19,1393,LGA,1252.6,-4.4
11,11,1275,JFK,710.2,18.4
6,24,2092,EWR,1611.7,18.9
1,17,797,JFK,2772.1,24.4
9,21,2133,JFK,1954.9,-39.3
1,19,636,EWR,601.5,-23.5
5,2,875,LGA,2080.0,-10.3
4,31,586,EWR,1338.9,33.9
12,8,1942,EWR,1815.4,13.1
3,19,2277,LGA,2228.8,-27.9
6,7,1722,EWR,1593.3,46.3
2,28,1986,EWR,2460.6,43.1
3,27,936,EWR,2194.3,-22.8
5,17,1833,JFK,1883.7,-5.9
9,6,2119,JFK,537.3,-13.1
2,19,2277,JFK,2524.3,17.0
10,24,1804,EWR,2814.1,41.9
8,6,1846,LGA,497.2,19.0
2,28,1263,JFK,1515.9,8.6
11,2,1201,LGA,850.8,-26.6
5,6,1441,EWR,2288.1,0.3
7,23,651,JFK,2192.7,53.4
8,5,1825,EWR,508.6,35.7
1,19,1801,LGA,2643.4,12.2
6,20,2174,JFK,624.8,37.7
1,4,2211,JFK,2412.1,43.2
2,22,1531,JFK,1425.2,11.7
1,26,1306,JFK,1052.0,-7.3
11,17,734,LGA,558.9,15.7
5,11,1174,JFK,586.1,-0.5
10,4,1060,EWR,2019.5,13.2
9,26,1825,JFK,1696.2,42.3
6,13,537,LGA,454.0,24.0
11,20,1659,JFK,426.8,16.1
11,26,1321,LGA,309.7,2.1
1,17,920,LGA,2256.9,28.3
1,9,1742,EWR,2164.5,11.4
2,4,847,JFK,269.4,13.9
9,23,2331,JFK,1724.8,13.1
3,28,2069,JFK,345.6,-5.9
1,14,2387,EWR,2720.9,32.3
5,19,1602,EWR,2730.6,48.8
7,26,1247,LGA,2124.9,2.2
6,28,772,LGA,2785.9,-3.3
12,3,1684,LGA,2453.2,37.5
1,14,2210,EWR,2502.8,21.7
5,8,807,EWR,1752.2,21.4
5,24,1897,EWR,987.6,13.1
6,27,1475,LGA,731.6,-17.1
3,28,1232,EWR,1048.9,-5.4
5,1,1532,LGA,1922.6,8.5
7,10,2324,LGA,600.7,7.2
5,18,943,JFK,850.1,16.7
5,16,1636,JFK,1457.4,-7.6
5,8,1728,JFK,775.8,50.6
10,1,904,LGA,1807.1,-13.6
10,31,2221,JFK,2777.2,33.2
3,12,1352,JFK,2269.5,18.0
1,8,1720,JFK,2032.6,43.4
5,24,1277,EWR,1789.9,22.5
9,16,2297,LGA,1515.0,23.5
1,18,2283,JFK,641.0,67.8
3,4,614,EWR,2694.7,15.4
4,6,1644,EWR,820.8,37.1
1,12,2176,EWR,364.8,33.0
1,27,564,JFK,2275.0,40.5
8,9,1799,EWR,609.3,4.3
2,15,1324,LGA,1178.5,9.9
12,16,738,EWR,182.0,36.7
8,24,801,EWR,497.5,70.2
7,12,1915,EWR,602.3,23.2
10,31,2045,EWR,257.8,-18.3
10,24,1468,LGA,2004.3,28.2
2,23,868,JFK,2527.3,-16.2
6,14,732,LGA,1182.6,-17.6
6,13,694,LGA,2636.3,-12.7
3,25,1406,JFK,718.7,41.1
11,31,1535,EWR,1043.6,22.3
2,2,1420,JFK,537.1,-15.0
12,3,1188,JFK,1899.6,5.6
1,26,676,LGA,1317.6,-1.2
6,24,716,JFK,1878.5,45.7
12,30,1534,EWR,2308.9,4.8
5,22,1969,LGA,1682.5,0.2
11,10,1129,EWR,1920.1,26.1
9,9,663,LGA,2812.2,12.3
1,26,2074,EWR,967.3,3.2
7,20,552,JFK,1141.6,52.1
5,8,717,JFK,2181.3,-27.7
5,10,2241,JFK,1872.8,39.2
2,19,1498,EWR,617.7,22.1
11,3,1323,LGA,1190.8,-21.5
3,24,1883,LGA,1456.7,-19.4
7,5,884,LGA,1316.2,19.4
6,3,555,JFK,617.0,30.0
12,26,617,EWR,2780.8,1.4
2,27,1399,LGA,2310.7,41.8
6,16,1776,EWR,1495.9,49.9
2,17,1297,LGA,2072.2,-13.1
2,15,1279,JFK,2702.1,17.7
2,3,1515,EWR,494.9,-27.5
11,12,1302,LGA,826.1,-8.1
3,9,1344,LGA,1673.8,41.2
2,21,1703,LGA,2417.1,52.7
4,12,1938,LGA,205.1,1.7
9,26,2393,JFK,2953.7,27.3
6,15,1758,LGA,1419.2,-1.1
1,2,1354,LGA,1141.8,-43.0
8,23,1207,JFK,948.9,-13.7
12,31,2343,LGA,605.6,24.5
7,18,1603,EWR,2395.6,39.6
10,20,2170,EWR,2870.7,51.0
3,12,521,LGA,1299.6,11.9
1,23,2000,JFK,2862.0,68.6
5,4,1342,JFK,2489.0,23.5
4,23,1963,JFK,1495.0,36.2
10,16,2260,LGA,2054.7,32.5
8,23,2093,LGA,1361.5,28.0
1,16,1616,EWR,1720.3,36.0
10,1,691,JFK,268.3,-8.7
1,22,1518,LGA,2119.2,-58.6
12,25,1626,LGA,253.2,31.8
4,2,895,LGA,2469.5,17.0
8,30,1530,JFK,2492.3,15.5
5,3,1139,JFK,787.5,-6.5
2,26,1518,EWR,1038.6,3.9
6,21,1066,JFK,1495.8,33.9
5,25,730,LGA,1830.3,-1.6
2,20,1373,EWR,933.3,-19.8
11,17,1073,JFK,1818.2,-14.5
11,20,739,JFK,963.6,14.8
11,22,589,JFK,260.9,13.1
3,21,731,JFK,107.3,14.3
9,30,956,LGA,393.3,-5.4
7,29,732,JFK,2397.5,48.4
7,1,853,LGA,2888.2,34.8
11,20,1504,LGA,1338.2,0.2
6,6,1856,LGA,1586.8,42.8
8,29,938,EWR,525.9,0.8
4,15,1898,LGA,1698.0,23.9
8,26,1815,JFK,519.5,32.7
4,26,844,EWR,1872.5,-7.4
8,14,1163,JFK,2806.5,22.4
9,20,1951,LGA,667.5,16.2
3,15,1156,JFK,2317.2,16.6
3,14,629,EWR,168.2,19.2
11,25,640,EWR,1188.9,36.2
2,21,914,JFK,421.2,38.1
10,24,1616,JFK,1122.2,36.6
3,25,1125,JFK,603.3,20.2
3,26,783,EWR,1182.6,-4.4
5,5,2178,LGA,1310.8,4.9
5,6,722,JFK,971.7,24.6
2,17,1243,LGA,2004.2,30.1
12,11,962,EWR,2764.7,17.7
10,16,2068,JFK,1261.7,42.3
6,12,1799,JFK,657.8,59.5
5,15,2205,EWR,885.1,-3.5
6,23,1663,JFK,2576.6,62.4
1,4,856,LGA,1757.8,30.8
5,27,2236,EWR,1419.5,18.1
9,18,1546,EWR,533.9,24.4
12,21,2259,JFK,1404.2,21.9
10,28,1793,EWR,907.6,12.4
2,3,1358,JFK,2835.2,40.9
1,22,1164,JFK,2663.8,29.7
10,8,1856,EWR,343.3,24.1
11,23,1514,JFK,1598.3,-21.1
9,3,584,LGA,752.7,-27.3
10,8,1120,LGA,1291.3,-12.2
9,18,1554,JFK,2642.9,6.4
9,10,2264,LGA,1629.8,-19.3
6,25,739,JFK,1069.2,23.9
8,20,862,LGA,702.9,27.4
11,17,1321,EWR,2420.9,56.0
1,8,1912,JFK,1911.1,9.7
10,23,2176,JFK,1457.4,30.5
4,11,1167,JFK,730.7,-7.5
1,29,1822,JFK,1069.3,13.6
8,5,2380,JFK,2883.5,-13.5
1,26,1894,JFK,1608.3,47.7
3,13,598,EWR,1262.0,39.4
4,21,546,EWR,1612.1,-1.7
8,23,1338,LGA,2359.1,-17.9
6,5,921,JFK,1086.3,10.5
10,24,2003,LGA,618.2,-7.0
12,27,2102,LGA,1796.3,-23.9
7,13,561,EWR,2029.1,-32.5
8,6,1632,LGA,2166.9,44.5
2,29,2202,EWR,2657.8,40.5
10,5,2072,LGA,1176.4,2.0
11,9,1642,JFK,318.5,18.2
8,27,1509,LGA,2879.2,29.3
3,16,1097,EWR,1361.5,-14.9
7,2,1905,EWR,1907.4,41.8
3,1,891,EWR,2032.3,16.3
7,8,1476,LGA,1684.9,16.2
11,28,1575,LGA,695.2,-17.9
12,19,1102,EWR,2289.9,14.7
2,30,1812,JFK,2430.9,4.2
10,11,836,JFK,1703.6,-23.6
6,28,1309,LGA,1516.8,12.6
3,12,1727,LGA,430.4,0.4
3,12,1761,EWR,343.5,-17.2
9,7,1905,LGA,1084.7,15.3
7,26,2190,LGA,1001.5,-1.7
5,13,1251,EWR,2865.6,-5.9
12,27,1659,EWR,2372.5,19.0
10,8,1930,LGA,2013.8,46.5
7,31,2031,JFK,1601.2,41.6
9,29,1885,LGA,585.4,15.2
1,29,1904,JFK,2937.5,0.1
7,22,1380,JFK,1187.6,49.0
6,28,2099,JFK,410.1,53.8
10,26,1134,EWR,1532.0,-12.1
12,30,753,EWR,2634.6,9.9
9,9,2000,EWR,2673.1,38.2
1,7,1637,LGA,131.8,31.2
4,31,519,EWR,2670.3,72.5
9,26,1027,EWR,887.3,-33.9
4,21,1668,LGA,213.0,-6.4
10,24,1731,LGA,2558.6,-35.2
3,15,2054,JFK,2605.2,69.3
9,2,875,LGA,1829.1,22.4
2,23,2027,LGA,1765.9,47.4
4,31,665,EWR,2458.0,2.2
6,20,2073,JFK,2380.3,37.7
2,25,1704,JFK,2681.3,18.1
8,12,1360,LGA,1703.0,23.7
8,1,1116,EWR,2906.2,61.9
1,23,1111,EWR,2988.8,-11.8
12,22,2125,EWR,438.0,-2.4
3,8,2335,EWR,2563.7,18.4
10,5,1967,LGA,1549.5,66.7
9,15,1855,EWR,1223.9,11.1
5,1,1002,JFK,1877.9,30.5
6,1,1412,JFK,262.3,-13.0
4,25,578,LGA,1568.7,48.5
10,31,1084,EWR,2625.6,25.7
2,10,1187,EWR,719.0,-2.3
11,22,895,EWR,1336.5,24.3
8,10,2131,EWR,2824.5,14.1
11,21,2380,LGA,1342.8,-14.6
6,15,1626,EWR,1139.3,52.5
5,17,901,LGA,1377.6,-4.2
9,22,1474,EWR,1606.4,27.6
1,6,723,EWR,1932.8,35.1
5,3,1017,JFK,2422.0,39.4
6,13,1133,LGA,1411.1,26.1
5,16,735,JFK,2470.7,37.9
6,8,1950,LGA,1647.8,64.7
6,30,615,EWR,1081.6,19.4
7,15,1686,EWR,2008.1,35.2
4,17,725,LGA,2181.4,-11.2
11,17,729,JFK,1718.3,25.0
8,22,681,LGA,264.2,45.5
7,26,1772,LGA,592.7,-1.5
9,13,1841,EWR,927.4,27.5
7,17,709,JFK,919.6,13.9
3,6,2179,LGA,2052.9,35.1
3,17,1915,JFK,153.2,-7.5
8,16,2380,JFK,2291.5,27.7
5,14,595,LGA,869.5,-14.3
4,13,1393,JFK,999.1,5.6
8,6,2381,EWR,1630.9,-26.6
6,3,1255,EWR,726.2,8.1
2,14,1609,EWR,2665.0,23.1
4,14,914,EWR,347.6,2.9
12,15,893,JFK,1388.7,22.9
11,8,1195,EWR,2563.3,-18.6
4,29,2156,LGA,1885.9,27.5
6,15,1343,EWR,947.8,12.2
6,22,2024,LGA,1320.2,1.4
1,29,1103,LGA,2149.4,34.9
8,27,1081,EWR,2922.5,36.1
6,13,632,EWR,2690.1,48.6
3,17,1290,JFK,1093.1,23.5
9,31,1148,LGA,2994.8,26.9
2,21,1837,EWR,110.2,11.4
11,24,2222,JFK,180.1,24.0
8,3,720,EWR,2489.1,-3.9
10,28,1475,EWR,678.4,17.9
3,6,1961,EWR,276.2,64.9
12,5,1569,LGA,787.7,-12.8
5,22,2313,EWR,1335.7,18.2
6,26,1715,JFK,2218.6,54.2
10,17,2043,EWR,1910.6,30.4
6,23,1902,EWR,789.1,38.4
4,25,1287,JFK,1559.5,-30.5
3,2,1190,JFK,2786.0,-7.0
4,26,1857,LGA,2463.5,73.9
1,15,538,LGA,1037.3,37.5
4,5,1816,LGA,2948.6,47.9
1,26,1189,LGA,2155.0,7.7
12,20,661,JFK,281.1,1.8
1,6,1854,EWR,202.0,52.9
10,6,1627,EWR,588.4,20.6
6,27,660,EWR,2210.8,41.2
5,18,2322,LGA,632.8,11.5
11,18,2158,JFK,1583.3,8.4
4,4,1577,JFK,370.5,-9.4
11,17,1557,JFK,2770.6,31.3
3,25,741,EWR,1097.5,15.2
1,14,1466,LGA,2733.6,5.6
6,14,1389,JFK,2840.1,3.4
2,13,612,LGA,117.8,-9.1
8,7,1513,JFK,1446.0,47.6
10,12,817,LGA,171.5,-6.1
5,23,522,JFK,2735.2,19.7
7,15,2081,LGA,1603.4,54.9
10,19,1323,JFK,317.3,-15.1
12,31,2170,JFK,419.8,-0.3
2,11,1641,LGA,1212.2,23.2
8,15,1200,LGA,2826.7,-0.3
2,12,2166,EWR,2109.4,17.9
4,3,1518,LGA,2616.1,-43.1
1,17,1735,JFK,1162.7,35.8
5,3,1941,JFK,225.3,4.0
9,19,1636,LGA,2925.5,24.6
1,20,1567,EWR,149.8,-2.9
9,4,627,LGA,2848.2,4.6
11,3,1375,JFK,1169.2,9.4
8,26,657,JFK,129.3,-5.7
6,16,2308,EWR,2098.6,49.2
7,12,1326,LGA,2943.6,6.4
3,8,1917,JFK,2900.3,26.7
1,24,2390,JFK,566.7,-1.6
5,29,1351,JFK,625.6,2.3
12,29,1011,LGA,1740.1,-18.3
12,17,544,LGA,1948.2,-0.6
2,7,1631,EWR,2244.3,30.6
5,11,718,JFK,625.0,-0.9
8,18,942,JFK,2881.1,26.6
11,1,2353,EWR,1952.3,40.3
9,3,814,JFK,2556.4,44.2
2,4,676,EWR,1666.2,-1.6
12,13,727,EWR,1301.4,14.2
3,6,2226,JFK,2933.8,14.6
3,26,2195,LGA,1788.2,6.1
1,14,766,LGA,2613.9,57.1
8,5,1369,LGA,2864.5,-6.1
6,16,1337,LGA,2058.5,31.2
12,15,1902,JFK,1691.9,54.1
8,15,988,EWR,110.2,-4.6
11,30,1201,EWR,216.1,7.4
9,4,1186,JFK,682.5,10.7
5,8,1813,LGA,639.4,5.2
12,27,1495,EWR,838.8,-2.4
3,16,856,JFK,984.3,-21.0
5,28,2180,JFK,1144.2,23.3
5,16,2267,LGA,1319.6,-8.6
5,30,1371,JFK,386.7,-13.2
3,4,703,EWR,222.8,2.1
11,13,1736,EWR,2054.4,9.8
10,26,1051,JFK,1658.3,-17.9
4,28,2310,EWR,1388.0,28.1
9,13,822,JFK,1939.9,6.3
10,2,1093,EWR,2500.3,21.4
9,31,680,LGA,1340.3,7.3
2,3,998,EWR,1959.2,34.1
8,22,1843,LGA,2865.4,64.5
8,8,582,LGA,2534.9,-18.4
7,24,802,JFK,1335.4,6.5
8,15,761,LGA,1969.7,24.9
3,11,1283,EWR,613.5,21.5
6,31,1723,EWR,1725.5,38.7
1,9,1763,LGA,2945.9,54.9
7,7,1413,JFK,1603.1,5.7
1,13,1191,LGA,2790.2,37.1
9,2,1443,EWR,1281.3,-13.2
1,8,1182,EWR,2996.6,-9.7
1,7,1818,LGA,1779.7,27.2
7,24,2035,LGA,222.6,54.6
2,12,1188,LGA,1801.6,5.1
5,19,895,EWR,896.3,-2.0
8,7,2272,EWR,194.2,43.7
8,10,1661,EWR,2480.5,40.9
3,29,1338,JFK,899.6,-6.4
7,25,1377,EWR,2410.0,5.5
3,16,1322,EWR,935.8,11.7
6,3,1652,JFK,663.5,-7.2
6,30,548,JFK,2924.4,51.7
3,10,2199,JFK,1148.8,22.6
7,6,1288,JFK,1844.0,-1.8
3,18,792,JFK,1868.9,34.7
8,18,2151,JFK,1725.4,-16.8
10,5,1035,LGA,2752.6,-27.1
4,21,810,LGA,2055.9,7.4
1,29,1036,LGA,1270.8,-24.7
4,7,1138,LGA,2600.9,57.3
7,28,733,EWR,625.1,28.7
11,2,1732,JFK,1678.3,61.4
4,11,1104,EWR,2856.6,-1.6
6,30,593,JFK,1913.7,2.8
9,13,826,JFK,2469.2,57.8
1,23,724,EWR,1995.3,21.3
5,5,1466,LGA,2534.2,14.8
11,30,1389,EWR,2839.0,-3.8
7,6,2315,EWR,891.5,3.8
1,24,510,JFK,592.0,27.0
4,26,1852,JFK,1503.6,48.8
6,29,1535,JFK,2135.4,5.4
2,14,534,LGA,758.9,10.5
10,12,946,EWR,111.9,-28.2
5,4,1975,EWR,1094.5,31.7
11,29,2263,LGA,2909.7,-42.0
10,23,1743,EWR,2115.4,41.9
1,6,940,EWR,1263.8,10.3
6,10,1152,JFK,658.5,3.6
6,18,2058,LGA,1132.7,4.6
4,15,1094,JFK,592.5,-24.5
8,8,728,LGA,408.3,32.8
4,26,843,JFK,2729.6,45.9
8,9,1603,EWR,2993.2,40.1
8,5,1876,LGA,575.9,56.1
5,10,1919,LGA,258.1,48.5
4,20,1813,JFK,1056.2,54.0
12,6,1978,LGA,1438.8,0.3
2,16,2366,EWR,694.0,10.8
11,24,2194,EWR,974.1,-47.1
3,27,1488,EWR,682.5,26.4
3,31,1651,JFK,2345.4,12.1
4,3,2225,LGA,2166.5,53.9
4,10,1408,JFK,1941.4,-2.1
10,11,2066,EWR,1222.9,15.8
11,11,1882,LGA,2736.2,8.4
11,17,1026,EWR,2911.6,-11.2
5,4,1836,LGA,603.6,-24.8
4,31,574,LGA,746.7,33.5
11,4,2069,JFK,1624.3,39.3
10,17,2394,LGA,364.6,-18.8
8,9,695,EWR,1365.7,29.1
6,19,2366,LGA,1787.2,27.2
6,5,528,EWR,1614.0,-0.4
8,22,1205,JFK,1059.6,24.7
7,24,1520,EWR,1673.1,4.2
10,6,515,LGA,2880.5,39.8
11,3,1946,EWR,697.5,-1.3
12,22,2112,EWR,1999.0,58.5
10,1,1304,LGA,225.9,-7.9
8,20,2116,EWR,292.6,28.0
2,22,1928,LGA,1700.3,47.1
9,16,1439,JFK,404.3,18.0
1,23,2159,EWR,164.8,11.8
8,11,2054,JFK,597.4,38.9
12,13,1466,EWR,1738.1,12.1
11,27,2137,EWR,2139.7,18.4
12,10,1600,JFK,687.2,-1.3
12,3,728,EWR,2038.0,-0.9
4,9,1461,EWR,629.2,37.1
4,28,1820,JFK,1879.0,-7.8
5,12,2033,EWR,1294.7,-10.4
8,23,1214,LGA,1996.0,-2.7
5,14,1483,EWR,2985.7,14.2
8,1,1072,EWR,2819.7,44.6
10,18,2061,EWR,112.4,6.2
1,17,2106,JFK,2667.8,44.7
12,27,1114,LGA,292.8,4.8
10,9,825,LGA,2863.8,59.6
9,9,1886,EWR,917.3,30.4
6,23,2192,JFK,1207.9,2.3
3,10,1374,JFK,365.8,1.8
8,19,858,LGA,425.6,5.6
9,29,2229,JFK,2207.5,-10.4
6,15,2310,EWR,2838.6,-0.6
11,5,823,EWR,1871.2,-17.7
7,15,2221,JFK,2176.0,32.1
1,20,1849,EWR,2309.7,72.0
5,23,2148,LGA,862.2,21.3
5,30,2348,EWR,231.2,-11.2
10,25,664,JFK,105.4,-13.1
4,28,2096,LGA,1116.9,7.4
6,2,2127,EWR,800.2,68.8
7,13,1297,LGA,280.7,-17.3
9,24,954,JFK,620.6,11.8
1,16,1676,EWR,461.0,31.4
6,15,2260,EWR,2753.1,46.4
7,25,1650,LGA,506.8,29.8
3,10,692,EWR,1659.2,13.5
8,14,1126,EWR,1820.0,38.6
5,10,2297,EWR,1676.1,29.1
9,25,1029,EWR,387.3,2.6
5,14,1533,JFK,1024.5,-10.3
9,26,591,EWR,248.7,10.4
10,30,638,LGA,1247.4,-31.5
4,23,980,JFK,646.9,5.0
9,31,948,LGA,1728.7,32.8
5,9,1856,LGA,2109.1,50.4
10,25,1368,LGA,1643.1,10.8
9,14,839,JFK,1359.3,44.7
3,3,1575,JFK,1223.3,40.0
4,20,2230,JFK,2540.9,30.7
9,16,965,EWR,736.2,-32.8
10,2,1217,LGA,2229.2,-29.8
11,10,1298,JFK,2296.7,46.1
6,3,974,LGA,1315.7,15.0
2,11,900,JFK,962.2,36.0
7,11,1962,JFK,1464.6,12.2
2,21,1104,JFK,370.3,-3.4
11,21,1431,LGA,233.2,4.4
2,22,1496,EWR,423.6,-2.8
11,13,1421,JFK,642.7,38.7
1,7,1320,JFK,1562.1,19.2
11,23,1156,JFK,2562.5,30.1
11,17,1097,EWR,783.4,-21.1
12,30,2032,LGA,2812.0,22.6
11,2,1676,LGA,2869.2,59.4
3,12,1013,LGA,2880.8,25.6
6,25,2026,LGA,2528.9,17.1
8,10,2377,JFK,1155.1,40.2
9,18,2295,EWR,310.8,-14.7
7,22,2199,JFK,1749.6,47.7
4,27,1529,EWR,1720.2,-13.6
6,11,999,LGA,2564.9,4.2
5,16,2184,EWR,2988.4,10.6
8,17,1216,JFK,1573.7,17.2
1,19,1641,JFK,1101.1,32.0
1,18,2008,LGA,639.1,49.3
11,3,1100,JFK,113.9,-31.7
6,21,1165,JFK,1576.4,18.3
10,27,2202,EWR,1711.0,13.5
12,26,967,JFK,2492.3,53.6
2,16,660,LGA,1563.3,-17.8
5,6,769,LGA,2757.8,-19.0
1,25,1579,JFK,1921.4,5.6
7,12,727,LGA,2537.0,28.7
1,11,1348,EWR,530.1,8.0
4,15,648,EWR,2580.5,-10.0
9,15,1569,JFK,2057.9,-15.9
1,16,1667,JFK,593.7,15.8
4,10,2273,EWR,650.3,7.0
6,12,2307,LGA,2786.9,17.7
6,28,1131,JFK,193.4,27.1
12,13,1863,JFK,1441.4,14.2
8,4,912,LGA,1009.1,-13.4
1,7,2255,JFK,2028.7,-4.9
7,22,1019,LGA,2534.9,-2.7
1,2,1867,LGA,1145.1,11.3
7,26,886,LGA,1338.0,-6.1
3,27,1996,LGA,2947.6,33.7
11,27,774,LGA,2373.4,-12.4
8,27,852,EWR,2701.9,-15.0
3,15,1589,LGA,1372.4,-0.2
1,31,1602,EWR,778.8,-0.5
8,8,1097,LGA,1294.4,28.7
3,7,2159,JFK,2176.7,29.7
2,31,1725,EWR,417.3,33.0
1,15,2185,JFK,884.4,4.2
3,23,1057,LGA,235.2,5.2
2,14,612,LGA,1353.8,-37.0
2,31,1614,JFK,2499.6,45.6
6,8,640,LGA,171.5,-7.9
12,28,1812,JFK,2058.4,73.3
1,12,1229,LGA,2804.2,28.5
2,13,1088,LGA,787.1,-6.1
6,30,910,EWR,2111.5,17.2
3,11,876,JFK,2927.8,43.5
4,17,1907,LGA,2890.6,-34.0
1,31,2369,JFK,781.3,7.7
8,29,1675,EWR,391.0,59.7
7,17,2358,JFK,530.0,40.0
7,24,1250,EWR,2135.9,4.5
3,4,1126,JFK,2204.7,7.2
10,21,1842,JFK,2055.3,-6.8
10,8,1892,EWR,1074.6,14.0
3,5,2129,LGA,592.4,12.8
2,26,1494,LGA,1784.2,13.3
12,16,2083,LGA,1502.7,47.9
1,4,1202,JFK,2213.6,46.1
7,28,961,JFK,1379.9,-6.5
7,22,511,LGA,1082.1,1.9
12,29,1679,JFK,951.1,8.7
2,15,2207,JFK,713.3,4.9
7,12,976,LGA,870.7,1.8
8,5,1438,EWR,375.0,11.0
1,30,900,JFK,1105.9,35.8
9,23,1307,JFK,206.1,28.9
7,16,676,JFK,640.6,-6.0
3,14,1864,JFK,2265.6,39.2
8,10,556,EWR,1043.9,-6.8
7,7,2378,LGA,2037.9,-8.7
11,13,2375,JFK,2179.0,12.5
8,20,947,LGA,1785.4,28.2
6,28,702,JFK,2880.2,35.3
9,29,2220,EWR,162.2,26.8
5,5,2156,LGA,2242.1,12.8
3,29,1237,EWR,2880.5,9.5
3,3,701,JFK,2600.6,27.5
1,15,1853,EWR,586.9,34.9
12,4,862,EWR,1047.8,-7.1
8,15,1391,JFK,600.1,10.3
2,14,953,JFK,1843.8,-1.8
3,20,855,LGA,2165.3,-36.0
8,19,715,JFK,1019.5,45.4
8,13,1471,LGA,1664.6,39.2
11,10,1054,EWR,2103.7,-0.4
4,21,1386,EWR,1321.9,-9.6
4,5,522,LGA,2576.6,-5.9
5,27,654,JFK,2337.5,7.0
6,23,1709,JFK,287.5,-2.7
5,20,748,EWR,1901.3,43.5
7,29,1248,LGA,782.4,34.7
2,20,1304,EWR,1716.8,30.9
7,25,633,EWR,2875.0,49.1
10,6,820,JFK,2649.3,24.5
7,31,889,LGA,1273.1,28.0
1,4,933,EWR,945.4,-24.1
7,2,1545,JFK,779.8,42.1
5,22,1372,EWR,1644.3,3.7
3,16,2123,EWR,431.3,-0.4
3,18,2188,JFK,1692.9,57.6
4,5,1648,JFK,103.9,14.4
12,22,1602,LGA,1039.2,35.9
2,4,1357,EWR,737.8,11.6
2,30,550,LGA,2916.5,2.9
1,13,2251,JFK,2209.0,-10.6
5,19,675,JFK,1114.0,55.4
4,23,1369,EWR,369.3,29.5
11,2,752,LGA,1598.7,18.1
10,13,1465,LGA,719.0,-6.3
2,11,1769,EWR,1655.6,24.9
3,30,1238,EWR,2522.6,19.5
7,22,1629,LGA,1885.8,54.1
7,29,1716,JFK,1938.0,41.2
12,4,1839,JFK,1669.0,-3.7
4,22,801,EWR,2789.1,-31.4
5,20,1047,LGA,2802.5,29.5
5,20,1215,LGA,1586.9,60.9
6,15,1278,LGA,986.7,13.6
9,4,767,JFK,1432.8,41.8
2,9,1693,JFK,641.0,10.8
5,7,1509,LGA,1945.4,-0.6
12,19,1050,LGA,1550.3,37.4
3,19,1978,EWR,399.6,18.3
4,6,2174,EWR,673.2,33.0
10,6,1815,LGA,1490.9,39.0
6,20,2087,LGA,2674.0,30.6
12,15,2322,JFK,1742.5,-21.9
8,15,2324,LGA,2076.5,37.5
1,25,1664,EWR,1083.2,-9.9
10,20,1669,JFK,1757.1,40.6
8,9,1948,EWR,1397.4,-2.6
11,4,813,EWR,2011.5,29.6
7,18,683,JFK,246.7,44.8
1,18,2187,EWR,1530.6,33.4
2,5,1212,LGA,958.4,12.0
3,20,627,EWR,1045.9,9.2
1,23,1810,JFK,2886.7,17.2
9,30,2346,JFK,629.8,27.8
8,11,1776,JFK,1002.6,13.3
2,5,2301,EWR,1578.7,33.6
9,22,1199,LGA,2602.8,-5.0
7,26,885,JFK,1308.3,20.9
9,4,1753,LGA,2257.2,65.1
6,29,770,JFK,2583.5,48.3
6,12,2294,LGA,999.0,15.5
11,2,1310,LGA,1239.0,15.1
4,13,914,LGA,1134.0,7.4
10,10,697,JFK,2515.3,29.3
10,9,1846,EWR,228.6,11.4
2,10,1579,EWR,994.4,22.2
7,31,1330,EWR,2070.3,53.1
5,7,1726,LGA,1739.8,45.6
11,4,2306,JFK,1365.2,-9.4
6,19,2144,LGA,1665.8,8.6
2,10,1127,JFK,673.0,1.7
5,30,1103,LGA,1349.1,20.3
10,31,1661,JFK,1554.9,48.3
4,3,1945,JFK,2713.4,70.3
